iPhone 7 (32Gb) Gold,10 000  ₽,Парк культуры,22 февраля 13:52,https://www.avito.ru/moskva/telefony/iphone_7_32gb_gold_1874971368
iPhone 8 plus 64,24 000  ₽,Нахимовский проспект,22 февраля 11:23,https://www.avito.ru/moskva/telefony/iphone_8_plus_64_1865630138
Айфон 4,1 500  ₽,Планерная,20 февраля 15:05,https://www.avito.ru/moskva/telefony/ayfon_4_1640150969
Телефон iPhone 5s,6 000  ₽,Рассказовка,Вчера 00:02,https://www.avito.ru/moskva/telefony/telefon_iphone_5s_1866226036
iPhone 7 Plus,Цена не указана,Фили,21 февраля 12:04,https://www.avito.ru/moskva/telefony/iphone_7_plus_1804426813
iPhone 7,13 400  ₽,Пролетарская,22 февраля 12:34,https://www.avito.ru/moskva/telefony/iphone_7_1123377242
iPhone XS MAX 256GB рст,51 000  ₽,Шаболовская,20 февраля 15:45,https://www.avito.ru/moskva/telefony/iphone_xs_max_256gb_rst_1861422785
iPhone 11 64,47 990  ₽,Багратионовская,22 февраля 12:07,https://www.avito.ru/moskva/telefony/iphone_11_64_1842599634
iPhone 6S 64Gb,5 990  ₽,Лермонтовский проспект,19 февраля 19:25,https://www.avito.ru/moskva/telefony/iphone_6s_64gb_1867095335
Шлейф iPhone 7, кнопки включения,100  ₽,Савеловская,Вчера 10:25,https://www.avito.ru/moskva/telefony/shleyf_iphone_7_knopki_vklyucheniya_981065580
iPhone 6s,Цена не указана,Фили,22 февраля 11:48,https://www.avito.ru/moskva/telefony/iphone_6s_1868884133
iPhone 6s,Цена не указана,Фили,22 февраля 11:47,https://www.avito.ru/moskva/telefony/iphone_6s_1868338928
iPhone 6s,Цена не указана,Фили,22 февраля 11:47,https://www.avito.ru/moskva/telefony/iphone_6s_1868489788
iPhone 6s,Цена не указана,Фили,22 февраля 11:45,https://www.avito.ru/moskva/telefony/iphone_6s_1868386722
iPhone 6s,Цена не указана,Фили,22 февраля 11:45,https://www.avito.ru/moskva/telefony/iphone_6s_1868391229
iPhone 6s,Цена не указана,Фили,22 февраля 11:44,https://www.avito.ru/moskva/telefony/iphone_6s_1868227921
iPhone 6s,Цена не указана,Фили,22 февраля 11:39,https://www.avito.ru/moskva/telefony/iphone_6s_1868723333
iPhone 6s plus 64gb Space Gray,9 999  ₽,Багратионовская,17 февраля 15:46,https://www.avito.ru/moskva/telefony/iphone_6s_plus_64gb_space_gray_1876771655
iPhone 6s,Цена не указана,Фили,22 февраля 11:36,https://www.avito.ru/moskva/telefony/iphone_6s_1868088105
iPhone 5s,4 900  ₽,Маяковская,22 февраля 12:28,https://www.avito.ru/moskva/telefony/iphone_5s_1330784097
iPhone XR,33 490  ₽,Шаболовская,21 февраля 14:04,https://www.avito.ru/moskva/telefony/iphone_xr_1873857314
