iPhone 7 Plus 32 Black,15 000  ₽,Теплый стан,17 февраля 17:46,https://www.avito.ru/moskva/telefony/iphone_7_plus_32_black_1779740920
iPhone 7 / 32 gb / Gold / Ростест,13 000  ₽,Охотный ряд,22 февраля 21:10,https://www.avito.ru/moskva/telefony/iphone_7_32_gb_gold_rostest_1878766485
Телефон iPhone 6 plus 64 гб,10 000  ₽,Дмитровская,20 февраля 08:43,https://www.avito.ru/moskva/telefony/telefon_iphone_6_plus_64_gb_1868832223
iPhone 5 White 32 GB Ростест,3 500  ₽,Деловой центр,17 февраля 22:02,https://www.avito.ru/moskva/telefony/iphone_5_white_32_gb_rostest_1859718421
Айфон 7,11 500  ₽,Новые Черемушки,19 февраля 15:43,https://www.avito.ru/moskva/telefony/ayfon_7_1869142966
iPhone XR 64 Gb,40 000  ₽,Фили,22 февраля 08:45,https://www.avito.ru/moskva/telefony/iphone_xr_64_gb_1846669378
Продаю iPhone 8 64 гб Red,20 000  ₽,Цветной бульвар,18 февраля 12:11,https://www.avito.ru/moskva/telefony/prodayu_iphone_8_64_gb_red_1869501260
iPhone 5s,5 000  ₽,Савеловская,22 февраля 00:10,https://www.avito.ru/moskva/telefony/iphone_5s_1877561307
iPhone 6 Plus 16Гб,4 500  ₽,Университет,16 февраля 13:40,https://www.avito.ru/moskva/telefony/iphone_6_plus_16gb_1858031681
iPhone SE 32 гб (полный комплект),11 000  ₽,Площадь революции,19 февраля 23:53,https://www.avito.ru/moskva/telefony/iphone_se_32_gb_polnyy_komplekt_1476476413
Чехлы и бамперы на iPhone 5,50  ₽,Солнцево,Вчера 18:27,https://www.avito.ru/moskva/telefony/chehly_i_bampery_na_iphone_5_1854695870
iPhone 8 Plus 256GB,26 000  ₽,Печатники,17 февраля 17:33,https://www.avito.ru/moskva/telefony/iphone_8_plus_256gb_1882240650
iPhone 11 Pro Max 512gb Grey,94 700  ₽,Багратионовская,22 февраля 06:27,https://www.avito.ru/moskva/telefony/iphone_11_pro_max_512gb_grey_1842130317
iPhone 7 Ростест,10 000  ₽,Курская,17 февраля 13:06,https://www.avito.ru/moskva/telefony/iphone_7_rostest_1859383331
iPhone 5 16 g,4 400  ₽,Бабушкинская,22 февраля 13:14,https://www.avito.ru/moskva/telefony/iphone_5_16_g_1631797944
iPhone 11 Pro,69 890  ₽,Тверская,21 февраля 11:34,https://www.avito.ru/moskva/telefony/iphone_11_pro_1880869078
iPhone 4 8g,1 500  ₽,Перово,20 февраля 02:16,https://www.avito.ru/moskva/telefony/iphone_4_8g_1772996376
Дисплей iPhone 6 plus,1 000  ₽,Селигерская,22 февраля 16:14,https://www.avito.ru/moskva/telefony/displey_iphone_6_plus_1876850682
iPhone X,30 700  ₽,Комсомольская,21 февраля 18:56,https://www.avito.ru/moskva/telefony/iphone_x_1875543000
iPhone Xr,36 000  ₽,Беговая,18 февраля 22:51,https://www.avito.ru/moskva/telefony/iphone_xr_1871223134
Телефон iPhone,2 000  ₽,Охотный ряд,21 февраля 20:36,https://www.avito.ru/moskva/telefony/telefon_iphone_1832935612
iPhone XS Max 256 g Gold,46 000  ₽,Шаболовская,18 февраля 14:43,https://www.avito.ru/moskva/telefony/iphone_xs_max_256_g_gold_1861530305
iPhone 11 Pro Max 256Gb,64 900  ₽,Партизанская,18 февраля 01:16,https://www.avito.ru/moskva/telefony/iphone_11_pro_max_256gb_1841071124
iPhone 8 64gb ios 12,19 000  ₽,Баррикадная,18 февраля 16:17,https://www.avito.ru/moskva/telefony/iphone_8_64gb_ios_12_1863520951
iPhone 5SE 32,7 000  ₽,Менделеевская,21 февраля 17:43,https://www.avito.ru/moskva/telefony/iphone_5se_32_1882263382
Телефон iPhone 7 обменяю на iPhone от X,12 000  ₽,Пражская,20 февраля 13:13,https://www.avito.ru/moskva/telefony/telefon_iphone_7_obmenyayu_na_iphone_ot_x_1835301879
Бронестекла iPhone 5se 6.6+7.7+8.8+X.XR.XS.XS.max,150  ₽,Орехово,Вчера 15:50,https://www.avito.ru/moskva/telefony/bronestekla_iphone_5se_6.67.78.8x.xr.xs.xs.max_1869033057
Телефон iPhone 11 Pro Max 6 4 go,70 000  ₽,Савеловская,21 февраля 10:00,https://www.avito.ru/moskva/telefony/telefon_iphone_11_pro_max_6_4_go_1861352580
Телефон iPhone,5 000  ₽,Люблино,18 февраля 22:57,https://www.avito.ru/moskva/telefony/telefon_iphone_1858058436
Айфон/iPhone 10,28 500  ₽,Алексеевская,10 февраля 11:50,https://www.avito.ru/moskva/telefony/ayfoniphone_10_1771613069
Телефон iPhone 6S,5 990  ₽,Профсоюзная,18 февраля 16:37,https://www.avito.ru/moskva/telefony/telefon_iphone_6s_1856135369
iPhone 8+ 64гб,22 000  ₽,Домодедовская,17 февраля 14:49,https://www.avito.ru/moskva/telefony/iphone_8_64gb_1856104638
iPhone 8 64 gb Серый,19 990  ₽,Площадь Гагарина,22 февраля 11:05,https://www.avito.ru/moskva/telefony/iphone_8_64_gb_seryy_1865883646
Телефон iPhone X 64gb,30 000  ₽,Жулебино,18 февраля 14:32,https://www.avito.ru/moskva/telefony/telefon_iphone_x_64gb_1884569792
iPhone 5 А - 1429 32gb на запчасти,1 000  ₽,Сокол,19 февраля 14:12,https://www.avito.ru/moskva/telefony/iphone_5_a_-_1429_32gb_na_zapchasti_1822161450
iPhone 7 plus,18 490  ₽,Шаболовская,22 февраля 19:00,https://www.avito.ru/moskva/telefony/iphone_7_plus_1873012388
Защитное стекло iPhone X/XS/11,300  ₽,Беляево,Вчера 12:00,https://www.avito.ru/moskva/telefony/zaschitnoe_steklo_iphone_xxs11_1865946957
iPhone 6 16Gb Space Gray,6 000  ₽,Чистые пруды,18 февраля 10:56,https://www.avito.ru/moskva/telefony/iphone_6_16gb_space_gray_1866845914
Чехол iPhone,450  ₽,Полежаевская,Вчера 21:23,https://www.avito.ru/moskva/telefony/chehol_iphone_1579641376
iPhone 6s 64gb,7 000  ₽,Коптево,17 февраля 12:18,https://www.avito.ru/moskva/telefony/iphone_6s_64gb_1879631825
iPhone 5s 16 Gb,3 500  ₽,Университет,17 февраля 19:50,https://www.avito.ru/moskva/telefony/iphone_5s_16_gb_1874517535
iPhone 5,1 500  ₽,Щелковская,19 февраля 11:02,https://www.avito.ru/moskva/telefony/iphone_5_1798655949
Копия iPhone Xs Gold 512 гб, б.у,5 500  ₽,Белокаменная,20 февраля 00:21,https://www.avito.ru/moskva/telefony/kopiya_iphone_xs_gold_512_gb_b.u_1831470593
iPhone X 64 Gb (Без Face ID),24 000  ₽,Октябрьская,20 февраля 12:38,https://www.avito.ru/moskva/telefony/iphone_x_64_gb_bez_face_id_1859344095
iPhone 11 Pro Max 256 Silver,86 790  ₽,Багратионовская,21 февраля 10:36,https://www.avito.ru/moskva/telefony/iphone_11_pro_max_256_silver_1842876173
iPhone 5S 64Gb,8 000  ₽,Ясенево,21 февраля 10:17,https://www.avito.ru/moskva/telefony/iphone_5s_64gb_1341448283
iPhone 11 Pro,70 890  ₽,Тверская,22 февраля 08:41,https://www.avito.ru/moskva/telefony/iphone_11_pro_1880916875
Apple iPhone 6 16 gb,5 000  ₽,Жулебино,Вчера 03:35,https://www.avito.ru/moskva/telefony/apple_iphone_6_16_gb_1845169567
Наушник iPhone оригинал,2 000  ₽,Сходненская,Вчера 09:42,https://www.avito.ru/moskva/telefony/naushnik_iphone_original_1126443029
Чехол на айфон 7,300  ₽,Коломенская,Вчера 11:27,https://www.avito.ru/moskva/telefony/chehol_na_ayfon_7_1768178254
