iPhone 7 32gb на гарантии, в идеале,14 500  ₽,Бабушкинская,18 февраля 08:38,https://www.avito.ru/moskva/telefony/iphone_7_32gb_na_garantii_v_ideale_1860474278
Оригинальный дисплей iPhone 8,3 000  ₽,Петровский парк,22 февраля 22:47,https://www.avito.ru/moskva/telefony/originalnyy_displey_iphone_8_1798891101
iPhone 11 pro Max 64,70 000  ₽,Жулебино,20 февраля 17:23,https://www.avito.ru/moskva/telefony/iphone_11_pro_max_64_1872942796
iPhone 6s,Цена не указана,Фили,19 февраля 15:22,https://www.avito.ru/moskva/telefony/iphone_6s_1868596435
iPhone SE,7 400  ₽,ВДНХ,22 февраля 13:51,https://www.avito.ru/moskva/telefony/iphone_se_1875886255
iPhone 11 64gb,47 000  ₽,Белорусская,19 февраля 21:06,https://www.avito.ru/moskva/telefony/iphone_11_64gb_1868866424
iPhone 6s 64gb gray,12 500  ₽,Новые Черемушки,22 февраля 15:55,https://www.avito.ru/moskva/telefony/iphone_6s_64gb_gray_1858658476
Телефон iPhone 5 32 gb,2 500  ₽,Щелковская,19 февраля 12:07,https://www.avito.ru/moskva/telefony/telefon_iphone_5_32_gb_1874508942
iPhone 6s,7 990  ₽,Шаболовская,21 февраля 18:59,https://www.avito.ru/moskva/telefony/iphone_6s_1872993147
iPhone X 256 гб Рос Тест,39 000  ₽,Первомайская,19 февраля 10:57,https://www.avito.ru/moskva/telefony/iphone_x_256_gb_ros_test_1870456089
Чехол на iPhone x/xs,350  ₽,Театральная,22 февраля 22:21,https://www.avito.ru/moskva/telefony/chehol_na_iphone_xxs_1864818882
iPhone XS 256 гб,45 000  ₽,Китай-город,21 февраля 03:28,https://www.avito.ru/moskva/telefony/iphone_xs_256_gb_1877061505
iPhone,Цена не указана,Фили,18 февраля 10:10,https://www.avito.ru/moskva/telefony/iphone_1868126721
iPhone 7 Plus,Цена не указана,Фили,21 февраля 12:04,https://www.avito.ru/moskva/telefony/iphone_7_plus_1836338686
