iPhone se,6 800  ₽,Савеловская,22 февраля 00:27,https://www.avito.ru/moskva/telefony/iphone_se_1877770511
iPhone 11 Pro 512 Gb Green Америка,94 500  ₽,Багратионовская,21 февраля 08:47,https://www.avito.ru/moskva/telefony/iphone_11_pro_512_gb_green_amerika_1801971723
iPhone 5s,4 500  ₽,Киевская,21 февраля 10:56,https://www.avito.ru/moskva/telefony/iphone_5s_1805116092
Айфон 6 128гб,7 500  ₽,Измайлово,20 февраля 22:02,https://www.avito.ru/moskva/telefony/ayfon_6_128gb_1879413796
iPhone 5s,1 500  ₽,Текстильщики,17 февраля 18:27,https://www.avito.ru/moskva/telefony/iphone_5s_1870244120
iPhone X 64gb,35 000  ₽,Бибирево,22 февраля 04:21,https://www.avito.ru/moskva/telefony/iphone_x_64gb_1887595686
Дисплей oled для iPhone X (новый,гарантия),5 500  ₽,Нагатинская,22 февраля 12:43,https://www.avito.ru/moskva/telefony/displey_oled_dlya_iphone_x_novyygarantiya_1836173664
iPhone 7,11 000  ₽,Киевская,21 февраля 16:30,https://www.avito.ru/moskva/telefony/iphone_7_1805801975
iPhone XS MAX,42 890  ₽,Тверская,22 февраля 09:47,https://www.avito.ru/moskva/telefony/iphone_xs_max_1880203519
Аккумулятор iPhone X / Оригинал,1 390  ₽,Бауманская,22 февраля 13:34,https://www.avito.ru/moskva/telefony/akkumulyator_iphone_x_original_1878095031
Телефон iPhone 7 128Гб,13 499  ₽,Медведково,19 февраля 12:27,https://www.avito.ru/moskva/telefony/telefon_iphone_7_128gb_1884643914
iPhone X256Gb RFB,32 000  ₽,Алексеевская,19 февраля 13:57,https://www.avito.ru/moskva/telefony/iphone_x256gb_rfb_1771039702
Телефон iPhone 6s,4 500  ₽,Бунинская аллея,18 февраля 12:38,https://www.avito.ru/moskva/telefony/telefon_iphone_6s_1879173573
iPhone 11 64gb ростест,45 000  ₽,Крылатское,Вчера 16:46,https://www.avito.ru/moskva/telefony/iphone_11_64gb_rostest_1872085129
iPhone айфон 4s 16 gb,2 500  ₽,Выхино,15 февраля 21:06,https://www.avito.ru/moskva/telefony/iphone_ayfon_4s_16_gb_1862801503
iPhone 7 128gb,15 000  ₽,Молодежная,20 февраля 18:08,https://www.avito.ru/moskva/telefony/iphone_7_128gb_1865354759
iPhone 6 64gb,7 200  ₽,Локомотив,21 февраля 13:31,https://www.avito.ru/moskva/telefony/iphone_6_64gb_1777684686
iPhone 7 Plus 128gb,24 000  ₽,Марьино,22 февраля 11:30,https://www.avito.ru/moskva/telefony/iphone_7_plus_128gb_1864307810
iPhone 6 16gb оригинал белый,4 500  ₽,Алтуфьево,17 февраля 17:16,https://www.avito.ru/moskva/telefony/iphone_6_16gb_original_belyy_1453715162
iPhone 11 Pro max 256 GB,95 000  ₽,Селигерская,22 февраля 16:03,https://www.avito.ru/moskva/telefony/iphone_11_pro_max_256_gb_1872286553
iPhone XS,38 590  ₽,Савеловская,20 февраля 11:36,https://www.avito.ru/moskva/telefony/iphone_xs_1870167491
Телефон iPhone 5s 16gb,2 000  ₽,Беговая,18 февраля 23:18,https://www.avito.ru/moskva/telefony/telefon_iphone_5s_16gb_1882864858
Apple iPhone 7 32Gb Black,7 500  ₽,Новогиреево,17 февраля 10:53,https://www.avito.ru/moskva/telefony/apple_iphone_7_32gb_black_1863913145
iPhone XR,30 000  ₽,Площадь революции,21 февраля 14:40,https://www.avito.ru/moskva/telefony/iphone_xr_1790358047
iPhone,Цена не указана,Фили,18 февраля 10:11,https://www.avito.ru/moskva/telefony/iphone_1868092954
Телефон iPhone,10 000  ₽,Петровско-Разумовская,20 февраля 10:23,https://www.avito.ru/moskva/telefony/telefon_iphone_1870475932
Оптом айфон,iPhone оптом, Айфон,iPhone,7 000  ₽,Площадь революции,30 января 18:47,https://www.avito.ru/moskva/telefony/optom_ayfoniphone_optom_ayfoniphone_1801727020
iPhone X,40 000  ₽,Щукинская,21 февраля 10:39,https://www.avito.ru/moskva/telefony/iphone_x_1849184909
iPhone 6S Plus 16Gb Rоse Hовый Pостест,17 990  ₽,Савеловская,22 февраля 14:56,https://www.avito.ru/moskva/telefony/iphone_6s_plus_16gb_rose_hovyy_postest_1859484171
Телефон iPhone,5 500  ₽,Рижская,19 февраля 11:43,https://www.avito.ru/moskva/telefony/telefon_iphone_1877663265
Телефон iPhone 6 128gb gold,8 000  ₽,Новые Черемушки,Вчера 00:40,https://www.avito.ru/moskva/telefony/telefon_iphone_6_128gb_gold_1875484137
iPhone 6 space grey,7 000  ₽,Бауманская,19 февраля 15:03,https://www.avito.ru/moskva/telefony/iphone_6_space_grey_1854599791
Айфон 4s 32,1 199  ₽,Домодедовская,18 февраля 09:16,https://www.avito.ru/moskva/telefony/ayfon_4s_32_1882821190
iPhone 6s,Цена не указана,Фили,21 февраля 12:07,https://www.avito.ru/moskva/telefony/iphone_6s_1868684552
Телефон iPhone,17 000  ₽,Улица Скобелевская,20 февраля 07:52,https://www.avito.ru/moskva/telefony/telefon_iphone_1872884272
iPhone X 256 gb 2месяца,35 000  ₽,Ломоносовский проспект,18 февраля 20:00,https://www.avito.ru/moskva/telefony/iphone_x_256_gb_2mesyatsa_1858010446
iPhone 7,10 000  ₽,Киевская,22 февраля 10:50,https://www.avito.ru/moskva/telefony/iphone_7_1805709729
iPhone 7,11 490  ₽,Шаболовская,18 февраля 16:30,https://www.avito.ru/moskva/telefony/iphone_7_1873909821
Caviar iPhone 6, с гербом, в чехле и коробке,28 000  ₽,Курская,19 февраля 13:40,https://www.avito.ru/moskva/telefony/caviar_iphone_6_s_gerbom_v_chehle_i_korobke_1879521555
Apple iPhone XR 128 гб,35 500  ₽,Деловой центр,18 февраля 10:21,https://www.avito.ru/moskva/telefony/apple_iphone_xr_128_gb_1869635109
Обменяю iPhone X 256,35 000  ₽,Варшавская,20 февраля 08:48,https://www.avito.ru/moskva/telefony/obmenyayu_iphone_x_256_1865690400
iPhone 7+ RED 128гб,18 000  ₽,Китай-город,20 февраля 20:43,https://www.avito.ru/moskva/telefony/iphone_7_red_128gb_1877620422
iPhone 7 Plus,16 500  ₽,Молодежная,21 февраля 10:06,https://www.avito.ru/moskva/telefony/iphone_7_plus_1406345638
iPhone 11 Pro Max,75 890  ₽,Тверская,22 февраля 08:23,https://www.avito.ru/moskva/telefony/iphone_11_pro_max_1879949752
iPhone 5s,4 800  ₽,Университет,22 февраля 11:46,https://www.avito.ru/moskva/telefony/iphone_5s_1772155499
iPhone 6s Plus,12 390  ₽,Молодежная,22 февраля 12:27,https://www.avito.ru/moskva/telefony/iphone_6s_plus_1772163544
Телефон iPhone 5 S новый Андройд,2 000  ₽,Озёрная,22 февраля 18:06,https://www.avito.ru/moskva/telefony/telefon_iphone_5_s_novyy_androyd_1849667726
Прозрачные чехлы iPhone 11,250  ₽,Юго-Западная,Вчера 13:56,https://www.avito.ru/moskva/telefony/prozrachnye_chehly_iphone_11_1879767324
Кабель для iPhone и iPod,250  ₽,Площадь революции,Вчера 19:02,https://www.avito.ru/moskva/telefony/kabel_dlya_iphone_i_ipod_1224405369
Чехол для iPhone 11 Pro Max,690  ₽,Электрозаводская,Сегодня 00:35,https://www.avito.ru/moskva/telefony/chehol_dlya_iphone_11_pro_max_1865607295
