iPhone 6s 16gb Space Gray A1688 mkqj2B/A,4 500  ₽,Пролетарская,20 февраля 15:08,https://www.avito.ru/moskva/telefony/iphone_6s_16gb_space_gray_a1688_mkqj2ba_1857773109
iPhone 7 black matte,12 000  ₽,Парк Победы,21 февраля 12:56,https://www.avito.ru/moskva/telefony/iphone_7_black_matte_1884868148
Айфон 5 16g,2 000  ₽,Бибирево,19 февраля 13:36,https://www.avito.ru/moskva/telefony/ayfon_5_16g_1859066853
iPhone SE A1723 16Gb продажа/обмен,7 200  ₽,Медведково,20 февраля 18:26,https://www.avito.ru/moskva/telefony/iphone_se_a1723_16gb_prodazhaobmen_932384645
iPhone 6s Plus 16 gb,8 000  ₽,Кунцевская,21 февраля 23:38,https://www.avito.ru/moskva/telefony/iphone_6s_plus_16_gb_1780106136
Телефон iPhone 8,18 000  ₽,Жулебино,21 февраля 15:12,https://www.avito.ru/moskva/telefony/telefon_iphone_8_1873100504
iPhone 6 на запчасти,3 500  ₽,Водный стадион,20 февраля 17:23,https://www.avito.ru/moskva/telefony/iphone_6_na_zapchasti_1877590256
iPhone 11 Pro новый, 256 gb,71 000  ₽,Парк культуры,20 февраля 13:22,https://www.avito.ru/moskva/telefony/iphone_11_pro_novyy_256_gb_1864632696
iPhone 8,14 690  ₽,Кантемировская,19 февраля 12:32,https://www.avito.ru/moskva/telefony/iphone_8_1887682259
iPhone X,28 500  ₽,Хорошево,19 февраля 15:02,https://www.avito.ru/moskva/telefony/iphone_x_1425088483
iPhone XS Gold гарантия до 2021 года,42 000  ₽,Маяковская,21 февраля 11:15,https://www.avito.ru/moskva/telefony/iphone_xs_gold_garantiya_do_2021_goda_1771668943
iPhone 8 64Gb Gold,18 500  ₽,Речной вокзал,20 февраля 01:31,https://www.avito.ru/moskva/telefony/iphone_8_64gb_gold_1876600475
iPhone SE 32gb,5 999  ₽,Комсомольская,22 февраля 22:24,https://www.avito.ru/moskva/telefony/iphone_se_32gb_1854945196
iPhone 8 64Gb (space gray),23 000  ₽,Севастопольская,19 февраля 19:27,https://www.avito.ru/moskva/telefony/iphone_8_64gb_space_gray_1868892013
Продам iPhone 11 pro 64 gb green,48 000  ₽,Площадь революции,21 февраля 16:42,https://www.avito.ru/moskva/telefony/prodam_iphone_11_pro_64_gb_green_1870270181
iPhone 6 Plus 128 Gb,11 990  ₽,Сокол,Вчера 10:05,https://www.avito.ru/moskva/telefony/iphone_6_plus_128_gb_1878144899
Телефон iPhone 6, 64 gb,7 000  ₽,Солнцево,22 февраля 11:21,https://www.avito.ru/moskva/telefony/telefon_iphone_6_64_gb_1848444365
iPhone 8 plus новый ростест,31 590  ₽,Шоссе Энтузиастов,20 февраля 20:20,https://www.avito.ru/moskva/telefony/iphone_8_plus_novyy_rostest_1864537128
iPhone 6s,9 490  ₽,Шаболовская,20 февраля 18:59,https://www.avito.ru/moskva/telefony/iphone_6s_1873889257
iPhone XR 64gb обмен,40 000  ₽,Царицыно,21 февраля 09:39,https://www.avito.ru/moskva/telefony/iphone_xr_64gb_obmen_1869628649
Запчасти Apple iPad iPhone,100  ₽,Жулебино,Вчера 16:30,https://www.avito.ru/moskva/telefony/zapchasti_apple_ipad_iphone_823346833
iPhone 6 64gb,9 000  ₽,Улица Скобелевская,22 февраля 10:12,https://www.avito.ru/moskva/telefony/iphone_6_64gb_1852113637
iPhone 6 16gb Черный,4 500  ₽,Алтуфьево,18 февраля 18:19,https://www.avito.ru/moskva/telefony/iphone_6_16gb_chernyy_1586945628
Телефон iPhone 7 32 Gb,13 000  ₽,Славянский бульвар,22 февраля 15:15,https://www.avito.ru/moskva/telefony/telefon_iphone_7_32_gb_1854376808
iPhone 6 - 16Gb, gold,5 000  ₽,Отрадное,21 февраля 02:16,https://www.avito.ru/moskva/telefony/iphone_6_-_16gb_gold_1870092181
iPhone 7,13 990  ₽,Шаболовская,22 февраля 16:35,https://www.avito.ru/moskva/telefony/iphone_7_1873639230
iPhone 6 32gb,7 000  ₽,Щелковская,21 февраля 16:08,https://www.avito.ru/moskva/telefony/iphone_6_32gb_1881912950
iPhone 11 X Xs Max противоударный чехол ювелирный,18 000  ₽,Деловой центр,21 февраля 08:03,https://www.avito.ru/moskva/telefony/iphone_11_x_xs_max_protivoudarnyy_chehol_yuvelirnyy_1786863809
Чехол iPhone 8 plus и закалённое стекло iPhone 8 p,1 000  ₽,Добрынинская,20 февраля 11:33,https://www.avito.ru/moskva/telefony/chehol_iphone_8_plus_i_zakalennoe_steklo_iphone_8_p_1865095616
Айфон 7 32Gb Black,13 999  ₽,Чертановская,20 февраля 13:38,https://www.avito.ru/moskva/telefony/ayfon_7_32gb_black_1876046852
Чехлы на iPhone XS,900  ₽,Отрадное,Вчера 15:35,https://www.avito.ru/moskva/telefony/chehly_na_iphone_xs_1806305635
iPhone 8 Plus 64gb,24 500  ₽,Комсомольская,19 февраля 14:18,https://www.avito.ru/moskva/telefony/iphone_8_plus_64gb_1865405776
iPhone 5,3 400  ₽,Проспект Вернадского,22 февраля 14:32,https://www.avito.ru/moskva/telefony/iphone_5_1822628514
iPhone 7plus 128gb и apple watch 3 42mm обмен,29 500  ₽,Отрадное,22 февраля 14:16,https://www.avito.ru/moskva/telefony/iphone_7plus_128gb_i_apple_watch_3_42mm_obmen_1876725272
iPhone 8,20 000  ₽,Семеновская,22 февраля 20:49,https://www.avito.ru/moskva/telefony/iphone_8_1873115222
iPhone XS 256 gb,29 000  ₽,Жулебино,19 февраля 17:03,https://www.avito.ru/moskva/telefony/iphone_xs_256_gb_1859212712
Apple iPhone 5s элегантный тонкий,3 979  ₽,Тульская,Вчера 15:52,https://www.avito.ru/moskva/telefony/apple_iphone_5s_elegantnyy_tonkiy_1857577086
iPhone 8 Plus 64gb с доставкой,15 000  ₽,Сходненская,20 февраля 10:39,https://www.avito.ru/moskva/telefony/iphone_8_plus_64gb_s_dostavkoy_1869909542
iPhone X 256gb black,28 500  ₽,Медведково,19 февраля 15:25,https://www.avito.ru/moskva/telefony/iphone_x_256gb_black_1869596539
Чехол для iPhone XS новый,300  ₽,Зябликово,Вчера 16:18,https://www.avito.ru/moskva/telefony/chehol_dlya_iphone_xs_novyy_1830727439
iPhone X 64Gb Space Gray,30 000  ₽,Тульская,19 февраля 12:50,https://www.avito.ru/moskva/telefony/iphone_x_64gb_space_gray_1867383202
iPhone 7 32gb rose,12 000  ₽,Баррикадная,21 февраля 13:37,https://www.avito.ru/moskva/telefony/iphone_7_32gb_rose_1879882292
iPhone 6s 64 Gb rose gold,7 999  ₽,,22 февраля 13:14,https://www.avito.ru/moskva/telefony/iphone_6s_64_gb_rose_gold_1852380936
Дерево iPhone 5 5S SE + пленка в подарок,500  ₽,Коптево,Вчера 14:13,https://www.avito.ru/moskva/telefony/derevo_iphone_5_5s_se_plenka_v_podarok_691614497
Apple iPhone 8 plus Red(Product) 64GB/256GB,25 990  ₽,Площадь Ильича,Вчера 21:08,https://www.avito.ru/moskva/telefony/apple_iphone_8_plus_redproduct_64gb256gb_1859613469
iPhone 6s 128 GB,6 100  ₽,Сокол,19 февраля 17:29,https://www.avito.ru/moskva/telefony/iphone_6s_128_gb_1871950051
iPhone X (256Gb) Silver,25 200  ₽,Электрозаводская,19 февраля 17:58,https://www.avito.ru/moskva/telefony/iphone_x_256gb_silver_1875650933
Коробка iPhone xr,2 000  ₽,Первомайская,Вчера 16:33,https://www.avito.ru/moskva/telefony/korobka_iphone_xr_1867926999
iPhone 6s,7 000  ₽,Площадь революции,20 февраля 10:00,https://www.avito.ru/moskva/telefony/iphone_6s_1869956811
Смартфон iPhone 6 16gb,4 800  ₽,Крымская,22 февраля 19:41,https://www.avito.ru/moskva/telefony/smartfon_iphone_6_16gb_1879409131
